,Price US Soybean Meal,Volume US Soybean Meal,Price Feeder Cattle,Volume Feeder Cattle,Price Live Cattle,Volume Live Cattle,Price US Corn,Volume US Corn,Price US Soybean Oil,Volume US Soybean Oil,Price US Soybeans,Volume US Soybeans,Price US Wheat,Volume US Wheat,lag1,lag2,lag3
28/07/1994,-0.929589406,-0.356781226,-0.890388146,-0.651320985,-0.981685616,-0.523893403,-0.95955108,-0.728541564,-0.6526539,-0.570558077,-0.878652153,-0.686652278,-0.793160442,0,-0.43743693,-0.966676252,-0.893504907
29/07/1994,-0.929589406,-0.570986656,-0.888732698,-0.396328427,-0.964511223,-0.369573107,-0.941545043,-0.798283861,-0.646175964,-0.610138678,-0.866658061,-0.777419188,-0.798582462,0,-0.418392333,-0.950638697,-0.911547156
1/08/1994,-0.937608184,-0.76330248,-0.853258824,-0.29201329,-0.912988044,-0.271273192,-0.943181955,-0.746857723,-0.651934129,-0.57525408,-0.877902523,-0.807744059,-0.798582462,0,-0.418392333,-0.950638697,-0.747162215
2/08/1994,-0.946629308,-0.768514291,-0.844272109,-0.280422719,-0.886539478,0.05005126,-0.943181955,-0.772782132,-0.6526539,-0.630264407,-0.885398831,-0.795489488,-0.770116859,0,-0.394336001,-0.950638697,-0.747162215
3/08/1994,-0.947631656,-0.680434686,-0.847110019,-0.72086441,-0.896500626,-0.366402142,-0.956277255,-0.747280403,-0.654813212,-0.577266653,-0.900391447,-0.776380665,-0.779605393,0,-0.414382945,-0.962666864,-0.747162215
4/08/1994,-0.964671558,-0.793009802,-0.818257934,-0.141335869,-0.860434401,-0.43722036,-0.961187993,-0.794902416,-0.649055047,-0.560495212,-0.916883324,-0.823114199,-0.789093927,0,-0.434429889,-0.989730238,-0.850403977
5/08/1994,-0.955650433,-0.714832638,-0.825825694,-0.44269071,-0.849442789,-0.331521527,-0.956277255,-0.805751218,-0.600110642,-0.551103205,-0.90338997,-0.860085618,-0.776894383,0,-0.48053786,-1.004765446,-0.916558892
8/08/1994,-0.953645739,-0.788840354,-0.854914271,-0.309399146,-0.879326233,0.118755501,-0.936634305,-0.573417789,-0.607308348,-0.597392383,-0.880901046,-0.850115797,-0.776894383,0,-0.48053786,-1.004765446,-0.914554198
9/08/1994,-0.9676786,-0.692421851,-0.860117106,-0.616549272,-0.902683408,-0.520722438,-0.943181955,-0.805892111,-0.622423532,-0.547078059,-0.885398831,-0.890202785,-0.795871452,0,-0.544688081,-1.004765446,-0.914554198
10/08/1994,-0.966676252,-0.794573346,-0.850893899,-0.738250266,-0.902683408,-0.680327675,-0.93336048,-0.787153272,-0.628181698,-0.560495212,-0.883899569,-0.887710329,-0.783671908,0,-0.547695122,-1.01779596,-0.914554198
11/08/1994,-0.973692683,-0.810208779,-0.858461659,-0.697683268,-0.91195758,-0.788140485,-0.931723568,-0.69205014,-0.602269954,-0.500118023,-0.877152892,-0.890825898,-0.768761354,0,-0.507601234,-1.003763099,-0.905533073
12/08/1994,-0.973692683,-0.818547676,-0.864373971,-0.749840837,-0.893409235,-0.79765338,-0.949729605,-0.752775251,-0.606588578,-0.557811781,-0.87565363,-0.888956557,-0.737584741,0,-0.563732678,-1.008774835,-0.922572976
15/08/1994,-0.97469503,-0.847733817,-0.886840758,-0.610753987,-0.925010119,-0.688783582,-0.954640343,-0.784898975,-0.635379404,-0.559824354,-0.895144031,-0.883348533,-0.711830148,0,-0.563732678,-1.008774835,-0.935603489
16/08/1994,-0.961664516,-0.80603933,-0.894408518,-0.384737856,-0.96348076,-0.685612617,-0.94645578,-0.812091426,-0.63106078,-0.651060994,-0.883149938,-0.893526058,-0.691497575,0,-0.559723289,-1.008774835,-0.935603489
17/08/1994,-0.933598795,-0.802912243,-0.895117996,-0.65711627,-0.96348076,-0.8230211,-0.930086655,-0.758833673,-0.62026422,-0.59806324,-0.859911383,-0.882933124,-0.696919594,0,-0.531657567,-0.977702072,-0.935603489
18/08/1994,-0.92457767,-0.819590038,-0.896300458,-0.825179547,-0.965198199,-0.831477006,-0.934997393,-0.817586274,-0.610907202,-0.607455247,-0.841920244,-0.89497999,-0.700986109,0,-0.521634095,-0.979706766,-1.014788918
19/08/1994,-0.911547156,-0.783107362,-0.905760158,-0.552801133,-0.966915638,-0.87375654,-0.930086655,-0.835620646,-0.602989725,-0.601417528,-0.823179474,-0.867147574,-0.673876011,0,-0.529652873,-0.977702072,-1.007772488
22/08/1994,-0.927584712,-0.825844211,-0.92586202,-0.494848279,-1.015003939,-0.827249053,-0.930086655,-0.791661865,-0.611626972,-0.567874646,-0.850915814,-0.69579128,-0.680653535,0,-0.529652873,-0.977702072,-0.888493171
23/08/1994,-0.948634003,-0.613202325,-0.92586202,-0.761431407,-1.033208796,-0.770171683,-0.93990813,-0.623857672,-0.612346743,-0.230433248,-0.904139601,-0.859670209,-0.709119138,0,-0.538673998,-0.977702072,-0.888493171
24/08/1994,-0.943622267,-0.705451378,-0.920422693,-0.790407834,-0.990272813,-0.770171683,-0.925175918,-0.468593004,-0.583555917,0.047301818,-0.886148461,-0.83578418,-0.709119138,0,-0.550702164,-0.943622267,-0.888493171
25/08/1994,-0.950638697,-0.666362796,-0.926335005,-0.790407834,-0.92157524,-0.005969122,-0.930086655,-0.799974583,-0.581396605,-0.288797864,-0.893644769,-0.83038386,-0.664387477,0,-0.56273033,-0.938610531,-0.848399283
26/08/1994,-0.976699724,-0.677307599,-0.977180892,-0.755636122,-0.92329268,-0.232164624,-0.936634305,-0.782081105,-0.572039586,0.092249281,-0.905638862,-0.866316756,-0.644054903,0,-0.585784316,-0.932596448,-0.852408671
29/08/1994,-0.994741974,-0.583495002,-0.985458129,-0.807793691,-0.931879876,-0.379086002,-0.948092693,-0.761087969,-0.581396605,-0.193536078,-0.92213074,-0.771603459,-0.653543437,0,-0.585784316,-0.932596448,-0.802291311
30/08/1994,-0.989730238,-0.442254925,-0.962518357,-0.749840837,-0.880356697,-0.008083098,-0.943181955,-0.707407535,-0.590033853,-0.219699526,-0.911635909,-0.835161066,-0.642699398,0,-0.588791358,-0.932596448,-0.802291311
31/08/1994,-0.970685641,-0.719523268,-0.977180892,-0.749840837,-0.89581365,-0.394940827,-0.936634305,-0.772218558,-0.577077981,-0.251229835,-0.889896615,-0.840353681,-0.619655815,0,-0.607835954,-0.946629308,-0.802291311
1/09/1994,-0.970685641,-0.737764606,-0.961335894,-0.773021978,-0.867647646,0.009885703,-0.93336048,-0.693177288,-0.564122109,-0.274709853,-0.890646246,-0.872340189,-0.606100766,0,-0.631892287,-0.945626961,-0.802291311
2/09/1994,-0.969683294,-0.748188228,-0.963700819,-0.883132401,-0.867647646,-0.454132173,-0.930086655,-0.781517531,-0.55404532,-0.229762391,-0.886898092,-0.890202785,-0.596612232,0,-0.617859426,-0.934601142,-0.795274881
6/09/1994,-0.947631656,-0.692421851,-0.958970969,-0.819384261,-0.8717695,-0.497468695,-0.910443705,-0.650627443,-0.526694035,0.039251527,-0.864409168,-0.882933124,-0.584412688,0,-0.617859426,-0.934601142,-0.795274881
7/09/1994,-0.960662169,-0.783628543,-0.977180892,-0.790407834,-0.91195758,-0.035564795,-0.903896055,-0.594833606,-0.51085908,-0.066743982,-0.867407691,-0.894356876,-0.55188057,0,-0.672988522,-0.934601142,-0.795274881
8/09/1994,-0.984718502,-0.721086811,-0.976234922,-0.830974832,-0.906118286,-0.209967869,-0.916991355,-0.736290708,-0.51013931,-0.007708509,-0.876403261,-0.89269524,-0.584412688,0,-0.658955662,-0.945626961,-0.811312436
9/09/1994,-0.978704419,-0.831577203,-0.985458129,-0.778817264,-0.904400847,-0.287128017,-0.928449743,-0.687400654,-0.513018392,-0.129804601,-0.877152892,-0.896433922,-0.55188057,0,-0.659958009,-0.934601142,-0.821335908
12/09/1994,-0.975697377,-0.790925078,-1.001539619,-0.773021978,-0.933597316,0.003543773,-0.910443705,-0.592015735,-0.475590318,0.177448202,-0.871905476,-0.877948213,-0.530192492,0,-0.659958009,-0.934601142,-0.738141091
13/09/1994,-0.990732585,-0.715353819,-1.009816856,-0.668706841,-0.932566852,-0.322008632,-0.916991355,-0.678383468,-0.482788025,0.186840209,-0.882400307,-0.898510968,-0.524770472,0,-0.703058939,-0.934601142,-0.738141091
14/09/1994,-0.995744321,-0.862848069,-1.018803571,-0.755636122,-0.930849413,-0.390712873,-0.93990813,-0.752070783,-0.489265961,-0.447120269,-0.906388493,-0.899134082,-0.535614511,0,-0.732127007,-1.002760752,-0.738141091
15/09/1994,-1.009777182,-0.728904528,-1.025661853,-0.790407834,-0.944932415,-0.34843334,-0.96609873,-0.154682222,-0.539649907,0.257280263,-0.94087151,-0.886879511,-0.581701678,0,-0.708070675,-0.976699724,-0.694037814
16/09/1994,-1.016793612,-0.836267833,-1.023533421,-0.813588976,-0.929131973,-0.466816033,-0.969372555,-0.394201221,-0.569160504,0.463233561,-0.955114495,-0.893110649,-0.54645855,0,-0.723105883,-0.994741974,-0.679002606
19/09/1994,-1.00677014,-0.852945628,-1.041270358,-0.767226693,-0.972411444,-0.003855145,-0.97264638,-0.647386892,-0.588594311,-0.035213672,-0.967858219,-0.882102305,-0.543747541,0,-0.723105883,-0.994741974,-0.766206812
20/09/1994,-0.993739627,-0.762260118,-1.029918718,-0.825179547,-0.949054269,-0.134921698,-0.971009468,-0.645414382,-0.57563844,-0.033201099,-0.982101204,-0.878779032,-0.515281938,0,-0.715087105,-0.994741974,-0.766206812
21/09/1994,-1.04285464,-0.846170274,-1.010999318,-0.825179547,-0.917453386,0.032082458,-0.969372555,-0.764892094,-0.587874541,-0.195548651,-0.985849358,-0.843261545,-0.508504413,0,-0.738141091,-1.032831168,-0.766206812
22/09/1994,-1.044859334,-0.740891693,-1.006978946,-0.854155974,-0.898218066,-0.289241994,-0.90716988,-0.922129272,-0.600110642,-0.60678439,-0.975354527,-0.386311428,-0.458350732,0,-0.730122313,-0.847396935,-0.795274881
23/09/1994,-1.051875765,-0.732552795,-1.009107379,-0.819384261,-0.917453386,-0.355832258,-0.910443705,-0.936359519,-0.582116375,-0.582633514,-0.970856742,-0.622679262,-0.439373663,0,-0.716089452,-0.85641806,-0.796277228
26/09/1994,-1.056887501,-0.775289645,-1.014546706,-0.830974832,-0.925010119,-0.415023605,-0.910443705,-0.912407619,-0.574918669,-0.545736344,-0.970107111,-0.679382617,-0.439373663,0,-0.716089452,-0.85641806,-0.791265492
27/09/1994,-1.048868723,-0.62988012,-1.025188868,-0.813588976,-0.954206587,-0.283957052,-0.916991355,-0.889864654,-0.582836146,-0.635631269,-0.970107111,-0.547905606,-0.469194771,0,-0.743152827,-0.85641806,-0.791265492
28/09/1994,-1.055885153,-0.651248545,-1.025188868,-0.801998405,-0.97309842,-0.155004476,-0.923539005,-0.864362926,-0.606588578,-0.598734098,-0.98734862,-0.458384924,-0.48274982,0,-0.778234979,-0.868446227,-0.791265492
29/09/1994,-1.071922709,-0.416717052,-1.026371331,-0.801998405,-0.980655153,-0.382256967,-0.925175918,-0.897613798,-0.623143303,-0.600746671,-1.001591605,-0.462539016,-0.484105325,0,-0.782244367,-0.852408671,-0.77422559
30/09/1994,-1.086957917,-0.65385445,-1.025661853,-0.58177756,-0.976533299,-0.0894712,-0.92026518,-0.917057105,-0.641137569,-0.623555831,-1.02483016,-0.23780264,-0.402775031,0,-0.769213854,-0.843387547,-0.766206812
3/10/1994,-1.082948528,-0.732031614,-1.022823943,-0.726659695,-0.975502835,-0.276558134,-0.908806793,-0.901981498,-0.655532982,-0.590012948,-1.018083483,-0.297206156,-0.375664933,0,-0.769213854,-0.843387547,-0.791265492
4/10/1994,-1.088962611,-0.723692717,-1.028736256,-0.807793691,-0.995425131,-0.187771114,-0.90716988,-0.878311385,-0.670648166,-0.490726016,-1.02483016,-0.420374983,-0.374309428,0,-0.83135938,-0.843387547,-0.791265492
5/10/1994,-1.092972,-0.791446259,-1.04245282,-0.65711627,-1.004012328,-0.311438749,-0.905532968,-0.896627544,-0.66345046,-0.571228934,-1.030077575,-0.494733229,-0.381086953,0,-0.825345297,-0.872455615,-0.791265492
6/10/1994,-1.101993125,-0.808645235,-1.046473193,-0.65711627,-1.000577449,-0.407624687,-0.921902093,-0.866194541,-0.673527249,-0.551103205,-1.039822776,-0.428475462,-0.381086953,0,-0.812314783,-0.870450921,-0.796277228
7/10/1994,-1.103997819,-0.819590038,-1.04718267,-0.767226693,-1.015003939,-0.238506554,-0.928449743,-0.895218608,-0.679285414,-0.606113532,-1.051067238,-0.399812227,-0.35533236,0,-0.79928427,-0.894507254,-0.82434295
10/10/1994,-1.096981389,-0.84408555,-1.05191252,-0.494848279,-1.032178332,0.169490941,-0.931723568,-0.920579443,-0.67496679,-0.599404955,-1.04357093,-0.523604168,-0.351265845,0,-0.79928427,-0.894507254,-0.908540115
11/10/1994,-1.088962611,-0.801869881,-1.034175583,-0.755636122,-1.013629988,-0.39916878,-0.930086655,-0.911703151,-0.666329542,-0.582633514,-1.036074622,-0.489748319,-0.333644281,0,-0.771218548,-0.894507254,-0.908540115
12/10/1994,-1.077936792,-0.841479644,-1.031101181,-0.773021978,-0.992677228,-0.571457878,-0.918628268,-0.899022734,-0.651214359,-0.602759244,-1.022581267,-0.287651744,-0.378375943,0,-0.782244367,-0.921570628,-0.908540115
13/10/1994,-1.081946181,-0.809166416,-1.027553793,-0.639730414,-1.007447206,-0.691954547,-0.916991355,-0.89648665,-0.654813212,-0.585987802,-1.033076099,-0.492863888,-0.402775031,0,-0.780239673,-0.919565934,-0.89951899
14/10/1994,-1.065908625,-0.851903266,-1.036304016,-0.639730414,-1.010882085,-0.681384664,-0.903896055,-0.854923059,-0.637538716,-0.530977475,-1.017333852,-0.371564402,-0.375664933,0,-0.770216201,-0.91756124,-0.904530726
17/10/1994,-1.059894542,-0.842522006,-1.04718267,-0.691887983,-1.011912548,-0.7596018,-0.90716988,-0.881551936,-0.613066514,-0.450474557,-1.003840497,-0.317353502,-0.400064021,0,-0.770216201,-0.91756124,-0.878469699
18/10/1994,-1.050873417,-0.838873739,-1.053094983,-0.790407834,-1.035613211,-0.722607209,-0.916991355,-0.898036479,-0.591473394,-0.544394628,-0.998593082,-0.443637898,-0.450217702,0,-0.757185687,-0.91756124,-0.878469699
19/10/1994,-1.061899237,-0.822717125,-1.035831031,-0.801998405,-1.012599524,-0.872699551,-0.918628268,-0.877043343,-0.598671101,-0.580620941,-1.009087913,-0.506156982,-0.435307149,0,-0.767209159,-0.879472046,-0.878469699
20/10/1994,-1.011781876,-0.870665786,-1.027553793,-0.738250266,-0.984090032,-0.874813528,-0.90062223,-0.854923059,-0.557644173,-0.444436838,-0.984350096,-0.192107629,-0.424463109,0,-0.792267839,-0.877467352,-0.878469699
21/10/1994,-1.065908625,-0.524080357,-1.027553793,-0.825179547,-0.965198199,-0.924491979,-0.915354443,-0.866899009,-0.587874541,-0.573912365,-0.98734862,-0.471262609,-0.436662653,0,-0.768211507,-0.882479088,-0.878469699
24/10/1994,-1.055885153,-0.481343508,-1.025661853,-0.842565403,-0.962106808,-0.924491979,-0.90062223,-0.866335435,-0.584275687,-0.543052913,-0.973855265,-0.221601682,-0.400064021,0,-0.768211507,-0.882479088,-0.914554198
25/10/1994,-1.064906278,-0.62049886,-1.031574166,-0.830974832,-0.934627779,-0.157118453,-0.912080618,-0.901417924,-0.595792018,-0.517560322,-0.98809825,-0.399189114,-0.4217521,0,-0.763199771,-0.882479088,-0.914554198
26/10/1994,-1.073927403,-0.610596419,-1.034175583,-0.755636122,-0.934627779,-0.39282685,-0.910443705,-0.898177372,-0.583555917,-0.558482639,-0.988847881,-0.479155384,-0.41633008,0,-0.776230284,-0.873457963,-0.914554198
27/10/1994,-1.071922709,-0.519389728,-1.032756628,-0.755636122,-0.930849413,-0.438277348,-0.892437668,-0.788843994,-0.551886008,-0.447120269,-0.975354527,-0.483517181,-0.452928712,0,-0.77422559,-0.880474393,-0.89250256
28/10/1994,-1.101993125,0.013257352,-0.972451042,-0.587572845,-0.926727558,-0.344205387,-0.902259143,-0.84858285,-0.560523256,-0.471942002,-0.992596035,-0.377587835,-0.467839266,0,-0.783246715,-0.894507254,-0.865439185
31/10/1994,-1.094976694,-0.502190751,-0.955423582,-0.257241577,-0.925010119,-0.397054803,-0.910443705,-0.895218608,-0.604429266,-0.511522603,-1.00608939,-0.617278942,-0.505793403,0,-0.783246715,-0.894507254,-0.843387547
1/11/1994,-1.09998843,-0.555351223,-0.975525444,-0.361556715,-0.938749633,-0.258589332,-0.910443705,-0.899868095,-0.602989725,-0.475967148,-1.00608939,-0.548113311,-0.494949364,0,-0.768211507,-0.894507254,-0.843387547
2/11/1994,-1.107004861,-0.494894216,-0.963700819,-0.50643885,-0.906118286,0.06907705,-0.910443705,-0.887469464,-0.567001192,-0.467245999,-0.995594558,-0.659442976,-0.463772751,0,-0.72410823,-0.869448574,-0.843387547
3/11/1994,-1.11803068,-0.51574146,-0.968430669,-0.651320985,-0.916422922,-0.469986998,-0.91371753,-0.903249539,-0.551166237,-0.443765981,-0.994095297,-0.696414394,-0.48817184,0,-0.714084758,-0.872455615,-0.84940163
4/11/1994,-1.110011902,-0.594439805,-0.974342982,-0.691887983,-0.910583629,-0.528121356,-0.908806793,-0.893950567,-0.537490595,-0.455170561,-0.982101204,-0.670243615,-0.478683305,0,-0.689026078,-0.907537768,-0.869448574
7/11/1994,-1.09998843,-0.569423113,-0.980255294,-0.773021978,-0.936345218,-0.294526935,-0.90062223,-0.860417907,-0.534611512,-0.524939756,-0.96860785,-0.631610559,-0.471905781,0,-0.689026078,-0.907537768,-0.89951899
8/11/1994,-1.102995472,-0.661150985,-0.987350069,-0.691887983,-0.917453386,-0.185657138,-0.898985318,-0.882679084,-0.492864814,-0.387413938,-0.958862649,-0.731101062,-0.493593859,0,-0.6810073,-0.907537768,-0.89951899
9/11/1994,-1.108007208,-0.66323571,-0.992079919,-0.639730414,-0.926727558,-0.058818538,-0.88752693,-0.801101731,-0.461914676,-0.279405857,-0.949117449,-0.692883416,-0.528836987,0,-0.695040161,-0.921570628,-0.89951899
10/11/1994,-1.109009555,-0.5918339,-0.989714994,-0.778817264,-0.908866189,-0.254361379,-0.88097928,-0.665843944,-0.483507796,-0.380705362,-0.957363388,-0.748340544,-0.536970016,0,-0.594805441,-0.927584712,-0.92457767
11/11/1994,-1.115023638,-0.715353819,-0.985458129,-0.790407834,-0.894096211,-0.249076437,-0.895711493,-0.842947109,-0.515177704,-0.31563217,-0.977603419,-0.733385813,-0.54645855,0,-0.565737372,-0.927584712,-0.920568281
14/11/1994,-1.112016597,-0.741412874,-0.985458129,-0.877337116,-0.894096211,-0.532349309,-0.90062223,-0.866053648,-0.505100915,-0.420956821,-0.965609326,-0.778042301,-0.526125977,0,-0.565737372,-0.927584712,-0.910544809
15/11/1994,-1.111014249,-0.435479571,-0.986167606,-0.801998405,-0.915392459,-0.435106383,-0.902259143,-0.824349163,-0.47774963,-0.450474557,-0.952115972,-0.802551444,-0.539681026,0,-0.586786663,-0.927584712,-0.910544809
16/11/1994,-1.115023638,-0.551181774,-0.987350069,-0.628139843,-0.926040583,-0.313552725,-0.903896055,-0.824490057,-0.482788025,-0.491396874,-0.956613757,-0.833914838,-0.564080114,0,-0.600819524,-0.915556545,-0.910544809
17/11/1994,-1.119033027,-0.714311457,-0.983329696,-0.628139843,-0.926727558,-0.577799808,-0.897348405,-0.842101748,-0.458315823,-0.397476803,-0.943870033,-0.861124141,-0.555947085,0,-0.568744414,-0.878469699,-0.884483782
18/11/1994,-1.110011902,-0.676786418,-0.979072832,-0.65711627,-0.926040583,-0.607395481,-0.898985318,-0.813500362,-0.459755364,-0.502130596,-0.949117449,-0.701814714,-0.543747541,0,-0.584781969,-0.87446031,-0.900521337
21/11/1994,-1.114021291,-0.623625947,-0.978363354,-0.541210562,-0.938062658,-0.277615122,-0.905532968,-0.824630951,-0.487106649,-0.431019686,-0.942370772,-0.516542212,-0.561369104,0,-0.584781969,-0.87446031,-0.915556545
22/11/1994,-1.109009555,-0.391179178,-0.982147234,-0.50643885,-0.944932415,-0.252247402,-0.918628268,-0.475919467,-0.472711236,-0.454499703,-0.935624094,-0.552682812,-0.602034251,0,-0.617859426,-0.87446031,-0.915556545
23/11/1994,-1.103997819,-0.525643901,-1.014546706,0.003546266,-0.985120495,-0.068331433,-0.93990813,-0.089448519,-0.471271694,-0.386743081,-0.937123356,-0.528589078,-0.6155893,0,-0.618861774,-0.87446031,-0.915556545
25/11/1994,-1.102995472,-0.689294764,-1.028736256,-0.355761429,-0.997829546,-0.408681675,-0.93336048,-0.733754625,-0.439601785,-0.559153497,-0.928877417,-0.697660622,-0.608811776,0,-0.618861774,-0.880474393,-0.930591753
28/11/1994,-1.102995472,-0.481343508,-1.022350958,-0.44269071,-0.999546985,-0.466816033,-0.93336048,-0.633438432,-0.407931877,-0.175422921,-0.912385539,-0.288482563,-0.596612232,0,-0.618861774,-0.880474393,-0.927584712
29/11/1994,-1.130058846,0.037231682,-1.032756628,-0.570186989,-1.017751842,-0.273387169,-0.938271218,-0.465070666,-0.40073417,-0.461879137,-0.923630002,-0.52007319,-0.614233795,0,-0.622871162,-0.880474393,-0.927584712
30/11/1994,-1.137075277,-0.459453902,-1.025661853,-0.51802942,-1.013629988,-0.123294826,-0.934997393,-0.519314674,-0.432404079,-0.382717935,-0.942370772,-0.214332021,-0.572213143,0,-0.642918106,-0.89250256,-0.927584712
1/12/1994,-1.149103443,-0.628837757,-1.013837228,-0.564391704,-1.001264425,-0.378029013,-0.930086655,-0.440132511,-0.459755364,-0.36125049,-0.962610803,-0.373018334,-0.558658094,0,-0.642918106,-0.910544809,-0.930591753
2/12/1994,-1.152110485,-0.616850592,-1.012181781,-0.419509569,-1.000577449,-0.573571854,-0.918628268,-0.634002006,-0.412970271,-0.385401365,-0.944619664,-0.482063248,-0.534259006,0,-0.632894634,-0.919565934,-0.966676252
5/12/1994,-1.157122221,-0.697112481,-1.002012604,-0.599163416,-0.996455595,-0.253304391,-0.902259143,-0.48958614,-0.397855087,-0.420956821,-0.946118926,-0.600870279,-0.55188057,0,-0.632894634,-0.919565934,-0.9676786
6/12/1994,-1.157122221,-0.67782878,-1.012181781,-0.622344558,-1.002294888,-0.629592236,-0.91371753,-0.592861096,-0.432404079,-0.310265309,-0.95961228,-0.552890516,-0.570857639,0,-0.627882898,-0.919565934,-0.9676786
7/12/1994,-1.148101096,-0.643430828,-1.007451931,-0.709273839,-0.984090032,-0.728949139,-0.90062223,-0.262183985,-0.434563391,-0.337099615,-0.955864126,-0.505326163,-0.553236075,0,-0.632894634,-0.905533073,-0.9676786
8/12/1994,-1.126049457,-0.603299884,-0.993971859,-0.384737856,-0.94733683,-0.32940755,-0.892437668,-0.627098224,-0.456876281,-0.28410186,-0.946868556,-0.57698425,-0.535614511,0,-0.625878204,-0.885486129,-0.969683294
9/12/1994,-1.112016597,-0.666883977,-0.999174694,-0.622344558,-0.935314755,-0.593654632,-0.885890018,-0.581166933,-0.451118116,-0.435044831,-0.940121879,-0.636803174,-0.534259006,0,-0.643920454,-0.861429796,-0.989730238
12/12/1994,-1.110011902,-0.61580823,-0.997992231,-0.767226693,-0.943214976,-0.703581419,-0.879342368,-0.565809539,-0.456156511,-0.402172807,-0.939372248,-0.633479901,-0.532903501,0,-0.643920454,-0.861429796,-0.982713808
13/12/1994,-1.122040069,-0.638740198,-0.984985144,-0.489052993,-0.919857801,-0.690897559,-0.884253105,-0.639355961,-0.44464018,-0.212990949,-0.942370772,-0.575945727,-0.570857639,0,-0.684014342,-0.861429796,-0.982713808
14/12/1994,-1.140082318,-0.716396181,-0.982147234,-0.610753987,-0.905087823,-0.704638407,-0.902259143,-0.542421213,-0.438162244,-0.42967797,-0.949117449,-0.627664172,-0.596612232,0,-0.687021383,-0.814319478,-0.982713808
15/12/1994,-1.141084665,-0.779459094,-0.971505072,-0.494848279,-0.905087823,-0.769114695,-0.903896055,-0.687682441,-0.425206372,-0.447791127,-0.944619664,-0.660066089,-0.573568648,0,-0.702056591,-0.815321825,-0.988727891
16/12/1994,-1.136072929,-0.787797991,-0.957788507,-0.361556715,-0.898218066,-0.849445808,-0.892437668,-0.704589664,-0.402893482,-0.365946494,-0.934124833,-0.495564047,-0.532903501,0,-0.717091799,-0.820333561,-0.986723196
19/12/1994,-1.137075277,-0.853466809,-0.957788507,-0.413714283,-0.909553165,-0.858958703,-0.910443705,-0.655981397,-0.426645914,-0.185485786,-0.954364864,-0.555590676,-0.512570928,0,-0.717091799,-0.820333561,-0.966676252
20/12/1994,-1.132063541,-0.877962321,-0.961808879,-0.738250266,-0.914705483,-0.870585575,-0.897348405,-0.616531209,-0.428085455,-0.14993033,-0.95061671,-0.665881818,-0.508504413,0,-0.704061286,-0.820333561,-0.966676252
21/12/1994,-1.075932097,-0.340103431,-0.969613132,-0.709273839,-0.923979655,-0.894896306,-0.84169338,-0.849287318,-0.512298622,-0.558482639,-0.94087151,-0.565975906,-0.433951644,0,-0.704061286,-0.807303047,-0.966676252
22/12/1994,-1.092972,-0.528770987,-0.973160519,-0.726659695,-0.939436609,-0.894896306,-0.84169338,-0.904235794,-0.494304355,-0.561166069,-0.941621141,-0.687483096,-0.423107604,0,-0.704061286,-0.810310089,-0.966676252
23/12/1994,-1.103997819,-0.709620827,-0.969613132,-0.877337116,-0.901996432,-0.749031917,-0.830234993,-0.913816554,-0.428085455,-0.5068266,-0.930376679,-0.759556592,-0.395997507,0,-0.689026078,-0.818328867,-0.950638697
27/12/1994,-1.113018944,-0.455805634,-0.953058657,-0.744045551,-0.879326233,-0.205739916,-0.820413518,-0.789689355,-0.409371418,-0.450474557,-0.935624094,-0.76038741,-0.377020438,0,-0.672988522,-0.818328867,-0.950638697
28/12/1994,-1.114021291,-0.679913505,-0.953058657,-0.784612549,-0.883791575,-0.538691239,-0.817139693,-0.854923059,-0.436002932,-0.460537422,-0.947618187,-0.644488244,-0.383797962,0,-0.668979134,-0.829354686,-0.950638697
29/12/1994,-1.130058846,-0.392742721,-0.955896567,-0.784612549,-0.881043672,-0.572514866,-0.82859808,-0.888455719,-0.430244767,-0.504143169,-0.961111542,-0.433252668,-0.405486041,0,-0.665972092,-0.834366422,-0.966676252
30/12/1994,-1.171155081,-0.471441067,-0.945490897,-0.703478553,-0.833298859,-0.227936671,-0.83514573,-0.898600053,-0.427365684,-0.625568404,-0.980601942,-0.698699145,-0.41361907,0,-0.663967398,-0.836371116,-0.955650433
1/02/1995,-1.158124568,-0.164465402,-1.042925805,-0.280422719,-0.797232634,-0.346319364,-0.83514573,-0.882538191,-0.543968531,-0.387413938,-0.993345666,-0.566806725,-0.581701678,-0.73030838,-0.755180993,-0.904530726,-0.955650433
2/02/1995,-1.158124568,-0.603299884,-1.040087895,-0.483257708,-0.817841905,-0.442505301,-0.82859808,-0.908603494,-0.515177704,-0.539027767,-0.984350096,-0.627871877,-0.547814055,-0.590024754,-0.761195076,-0.910544809,-0.930591753
3/02/1995,-1.159126915,-0.561084215,-1.034648568,-0.489052993,-0.800667512,-0.584141737,-0.825324255,-0.892118951,-0.522375411,-0.47529629,-0.992596035,-0.622056148,-0.572213143,-0.662385165,-0.751171604,-0.897514296,-0.916558892
6/02/1995,-1.153112832,-0.647600277,-1.031101181,-0.587572845,-0.794484731,-0.185657138,-0.800770568,-0.805328537,-0.517337016,-0.596050667,-0.981351573,-0.702853237,-0.585768192,-0.830657251,-0.751171604,-0.897514296,-0.948634003
7/02/1995,-1.155117526,-0.692421851,-1.036304016,-0.65711627,-0.799637049,-0.737405045,-0.813865868,-0.798988328,-0.52165564,-0.596721525,-0.98734862,-0.665466409,-0.566791124,-0.798914241,-0.753176299,-0.897514296,-0.948634003
